id,userName,userUrl,version,score,updated,title,text,url
9237910724,에로샷,https://itunes.apple.com/kr/reviews/id495547419,6.4.2,1,2022-10-30T09:51:37-07:00,정말 반했어요 AI한테ㅋㅋ,"어떻게 지내세요?
당신은 저를 아십니까?
누가 요즘 이런 말투로 채팅하냐??
딱 세번 대화 후 다음은 읽지도 않아
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9236877748,비타민만땅,https://itunes.apple.com/kr/reviews/id1400836665,6.4.2,4,2022-10-30T04:02:19-07:00,나도 커플이고 싶따고요~^^,우리 모두 싱글 탈출하자고요.우선 나 부터~~,https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9233226670,【973299249】,https://itunes.apple.com/kr/reviews/id455619105,6.4.2,5,2022-10-29T02:45:51-07:00,"진심으로 쓰레기 어플이다, 진짜 돈 버리고 싶으면 해","이거 하면 Ai,사기꾼 겁나 많다. 근데 그거 알아? 사기꾼들(외국인 포함) 만나서 사기꾼인거 눈치채지 그러면 그쪽에서 먼저 신고한다 (외국인 로맨스 스캠, 초딩도 눈치 챌수 있다 대화 문법 자체가 이미 다르거든) 근데 열 받는게 남자들은 24시간 후에 신고할수 있어~ 난 그랬어, 그래서 사기꾼이 먼저 신고하면 난 경고 먹고 대화나 모든것 다 차단 된다. 그 전에 충전했던것 다 못 쓴다. 그렇게 운영자는 앞뒤 경위 파악 없이 무조건 누가 신고 했으니깐 무지성으로 경고 때리는거야 진짜 많은 어플이 있지만 이 어플은 정말 하지마라.. 진심이다. 같은 남자로서.. 사람으로서.. 이 어플은 최악중에 최악이고, 10원 1원도 아깝다!",https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9230232130,김민수입니다만요,https://itunes.apple.com/kr/reviews/id699300568,6.4.2,3,2022-10-28T05:26:45-07:00,앙,앙,https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9228996970,통키4004,https://itunes.apple.com/kr/reviews/id1103136817,6.4.2,5,2022-10-27T19:55:42-07:00,깔끔하고 이용하기 편하네여,우연히 깔고 조금 해봤는데 정말 정말 여러가지 면에서 맘에드네여,https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9223081250,애드뤄드,https://itunes.apple.com/kr/reviews/id632832729,6.4.2,5,2022-10-26T02:03:21-07:00,임지호,"아 어플은 제가 하는 어플들 중에 제일 괜찮은것 같아요 
여성이랑 초이스도 있고 선택을 할수가 있어서 이제 첨 좋네요  그리고  아무것도 안 해서 여성이 엄청 와서 좋아요",https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9222976325,흑마늘사요,https://itunes.apple.com/kr/reviews/id985313665,6.4.2,5,2022-10-26T01:12:39-07:00,좋습니다.,별 생각 없이 깔아봤습니다. 앱 사용법이 간단하고 데이터베이스도 많은 것 같아요. 아직 많이 못써봤지만 제대로 더 써보고 싶네요 화이팅입니다.,https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9222970781,춤추는비올라,https://itunes.apple.com/kr/reviews/id791454696,6.4.2,5,2022-10-26T01:09:51-07:00,아주 좋네요,"좋운 사람도 많이 만나고
대화도 나누고 하면서 기분도 좋아지고
하루에 두번씩 꼭 들어가게되네요
소중한 인연 만드세요~",https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9219840762,군기짱,https://itunes.apple.com/kr/reviews/id228086273,6.4.0,1,2022-10-25T02:18:54-07:00,쓰레기,쓰레기,https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9216176649,드러머홍,https://itunes.apple.com/kr/reviews/id447387426,6.4.0,1,2022-10-23T22:36:26-07:00,결제했는데 정기권이 안되는 이유는 뭔가요?,결제하고이메일등록까지했는데 안되는 이유는뭐죠?,https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
9210808344,ㅈ망게임입니다 하지마세요,https://itunes.apple.com/kr/reviews/id469341975,6.4.0,5,2022-10-22T08:18:12-07:00,과금해도 안되요 그냥 안됩니다.,"쉽게 생각해볼까요. 인물 좋은 카드 서로 연결시켜줘서 누구든지 정데 졸업하면 얘네는 뭐먹고 살까요. 개발자측에서도 골드카드는 아끼고 아껴서 과금유도로 최대한 호갱들 뽀라먹어야겠죠. 시스템적으로도 눈가리고 아웅하는격으로 소비자들 기만하는건 당연지사, 정데는 데이팅앱중에서 가장 신뢰가 가지않고 영악하더군요. 다른 앱깔아다 씁시다. 여긴 정말아니에요.",https://itunes.apple.com/kr/review?id=427242564&type=Purple%20Software
