id,userName,userUrl,version,score,updated,title,text,url
9238327279,bigpoon420,https://itunes.apple.com/us/reviews/id1216559929,13.19.0,5,2022-10-30T12:31:27-07:00,Best app ever,Found the love of my life……. Thanks tinder,https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9238179665,cadetcal,https://itunes.apple.com/us/reviews/id1278398769,13.19.0,2,2022-10-30T11:31:14-07:00,Needs Fixing.,"Hate app Refresh. Ive sat there and swiped right on like 10 people, went to check on the likes sent bar, and none of them counted as people i swiped right on but it did count as a swipe and wasted all my swipes. Basically ran out of swipes for the day and only 2 people got counted as swiped right on. Another issue is that i guess my storage is full, and the app wont let me open it, ill click on it and it closes right away like never opened it.",https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9238094875,96urmum69,https://itunes.apple.com/us/reviews/id1217946526,13.19.0,1,2022-10-30T10:58:42-07:00,Bruh,Even Kelly from Tinder support ghosted me… and my bio is still glitched 😂,https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9237783785,Demm02,https://itunes.apple.com/us/reviews/id31970594,13.19.0,1,2022-10-30T09:07:25-07:00,Odd,I was banned for no reason. I emailed and asked why and no explanation was given. Bad customer service.,https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9237215602,Soran73,https://itunes.apple.com/us/reviews/id304332254,13.19.0,1,2022-10-30T06:03:29-07:00,Terrible customer support team,"Account was banned, absolutely no idea why. Attempted to reach out to actually get an answer as to what terms of service I actually broke, all I get is the please consult the terms of service list. After reading it a few times still have no idea why my account was banned tried to msg them again to tell them that and just got the list copy and pasted back again word for word the same email",https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9236752734,Woodchuck449,https://itunes.apple.com/us/reviews/id1456434272,13.19.0,5,2022-10-30T03:10:24-07:00,Bes my dating apps take both party’s to like to message,Age appropriate minimum ads,https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9236523840,bygkidd,https://itunes.apple.com/us/reviews/id1018446835,13.19.0,1,2022-10-30T01:31:49-07:00,banned for no reason,"i had already paid for a subscription and they banned me, wouldn’t tell me what they banned me for and won’t let me get unbanned. tinder is probably the most aggravating app i’ve ever installed",https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9236334406,savagepineapple,https://itunes.apple.com/us/reviews/id543804201,13.19.0,1,2022-10-30T00:08:03-07:00,Fake notifications,Tinder is completely unashamed in sending you fake likes to try and get you to buy boosts maybe I’d keep using tinder if they didn’t send me a 1 new like notification daily when there’s nothing new there,https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9236322609,Haydeb Thomad,https://itunes.apple.com/us/reviews/id1135913132,13.19.0,1,2022-10-30T00:02:38-07:00,Age restricted for no reason,I am about to turn 19 and it says I’m age restricted “see you when you 18”.,https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9236309154,welpirlitis,https://itunes.apple.com/us/reviews/id237718596,13.19.0,1,2022-10-29T23:56:28-07:00,This app is trying to make me Suicidal,"After 9 years and hundreds maybe thousands of dollars on this app I find out I’m shadowbanned. Which explains why matches and messages disappear and then reappear months later, or I get no matches when paying for premium or platinum. Because tinder doesn’t like it when you delete and reinstall your account. Ironically the times I’ve done that are because I met someone irl. So tldr: I meet women just fine irl tinder just wants your money",https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9236300835,Wind in his hair 1316,https://itunes.apple.com/us/reviews/id1352092953,13.19.0,5,2022-10-29T23:52:25-07:00,Yes Sir,Plus one of the best investments I made this year about five times over,https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9236143581,tinder user 77,https://itunes.apple.com/us/reviews/id633157160,13.19.0,4,2022-10-29T22:35:37-07:00,Lost my virginity to a tinder date,"5 stars experience 
She did scratch my vagina pretty bad tho so taking off a star for that one

God bless y’all",https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9235861879,marbles123456789,https://itunes.apple.com/us/reviews/id123896526,13.19.0,1,2022-10-29T20:18:47-07:00,Waste of time,"You very hardly ever match with someone and when you do somehow the person gets unmatched mysteriously.
They’re just like every other dating site it’s only about the money and not actually doing a good service to humanity, even though they get money from advertisements.",https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
9235768793,Ryanndan,https://itunes.apple.com/us/reviews/id730863065,13.19.0,1,2022-10-29T19:36:51-07:00,Seeing the same profiles everytime i refresh the app,"Everytime i refresh the app, I’ve been seeing the same profiles whether i swipe right or left. Because of that I can’t get likes and matches. I feel like my swipes r meaningless.",https://itunes.apple.com/us/review?id=547702041&type=Purple%20Software
